pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z
1.484;10.875;15.608;1.611;13.226;15.869;2.614;9.94;15.852;2.353;5.554;15.538;1.538;10.267;15.987;2.614;9.94;15.852;-0.3;14.942;16.145;-0.995;12.201;15.688;2.225;14.807;16.399;3.578;14.949;16.034;0.471;9.898;16.089;0.691;5.963;18.057;-0.995;12.201;15.688;-1.291;9.701;15.779;3.578;14.949;16.034;4.336;12.113;16.319;2.353;5.554;15.538;1.612;1.081;13.82;1.081;14.837;16.399;-0.3;14.942;16.145;0.691;5.963;18.057;0.916;1.261;17.026;1.538;10.267;15.987;0.471;9.898;16.089;1.611;13.226;15.869;1.666;15.34;15.535;1.538;10.267;15.987;1.484;10.875;15.608;4.336;12.113;16.319;4.323;10.014;17.609;1.666;15.34;15.535;1.777;16.185;17.041
1.549;10.75;16.168;1.68;13.098;16.454;2.686;9.815;16.384;2.399;5.464;15.763;1.61;10.136;16.537;2.686;9.815;16.384;-0.239;14.807;16.742;-0.958;12.096;16.158;2.287;14.681;16.987;3.635;14.848;16.616;0.546;9.762;16.645;0.793;5.929;18.802;-0.958;12.096;16.158;-1.303;9.602;16.09;3.635;14.848;16.616;4.452;12.05;17.062;2.399;5.464;15.763;1.623;1.122;13.748;1.143;14.704;16.993;-0.239;14.807;16.742;0.793;5.929;18.802;1.177;1.126;18.899;1.61;10.136;16.537;0.546;9.762;16.645;1.68;13.098;16.454;1.721;15.213;16.128;1.61;10.136;16.537;1.549;10.75;16.168;4.452;12.05;17.062;4.411;10.091;18.556;1.721;15.213;16.128;1.831;16.06;17.633
1.611;10.595;16.771;1.741;12.941;17.074;2.752;9.662;16.962;2.444;5.351;16.109;1.677;9.977;17.131;2.752;9.662;16.962;-0.178;14.649;17.382;-0.916;11.966;16.707;2.35;14.526;17.597;3.689;14.712;17.203;0.616;9.596;17.245;0.907;5.824;19.501;-0.916;11.966;16.707;-1.301;9.484;16.509;3.689;14.712;17.203;4.554;11.949;17.766;2.444;5.351;16.109;1.648;1.2;13.733;1.206;14.546;17.618;-0.178;14.649;17.382;0.907;5.824;19.501;1.419;1.117;20.396;1.677;9.977;17.131;0.616;9.596;17.245;1.741;12.941;17.074;1.771;15.056;16.745;1.677;9.977;17.131;1.611;10.595;16.771;4.554;11.949;17.766;4.511;10.115;19.41;1.771;15.056;16.745;1.891;15.911;18.245
1.667;10.441;17.423;1.791;12.787;17.722;2.811;9.507;17.6;2.49;5.231;16.593;1.737;9.821;17.78;2.811;9.507;17.6;-0.125;14.502;18.041;-0.862;11.83;17.318;2.405;14.379;18.22;3.734;14.573;17.797;0.677;9.44;17.904;1.035;5.692;20.189;-0.862;11.83;17.318;-1.272;9.362;17.031;3.734;14.573;17.797;4.627;11.838;18.449;2.49;5.231;16.593;1.685;1.33;13.828;1.262;14.396;18.259;-0.125;14.502;18.041;1.035;5.692;20.189;1.636;1.067;21.404;1.737;9.821;17.78;0.677;9.44;17.904;1.791;12.787;17.722;1.812;14.899;17.373;1.737;9.821;17.78;1.667;10.441;17.423;4.627;11.838;18.449;4.603;10.096;20.19;1.812;14.899;17.373;1.94;15.77;18.863
1.718;10.322;18.116;1.83;12.672;18.392;2.858;9.384;18.29;2.534;5.126;17.208;1.788;9.705;18.478;2.858;9.384;18.29;-0.089;14.39;18.701;-0.798;11.712;17.972;2.443;14.274;18.858;3.764;14.465;18.411;0.727;9.331;18.614;1.16;5.566;20.858;-0.798;11.712;17.972;-1.215;9.251;17.639;3.764;14.465;18.411;4.656;11.744;19.118;2.534;5.126;17.208;1.737;1.54;14.043;1.3;14.288;18.908;-0.089;14.39;18.701;1.16;5.566;20.858;1.802;0.917;21.953;1.788;9.705;18.478;0.727;9.331;18.614;1.83;12.672;18.392;1.84;14.778;18.008;1.788;9.705;18.478;1.718;10.322;18.116;4.656;11.744;19.118;4.657;10.031;20.888;1.84;14.778;18.008;1.966;15.667;19.487
1.765;10.271;18.836;1.866;12.624;19.087;2.896;9.322;19.016;2.579;5.061;17.945;1.83;9.657;19.204;2.896;9.322;19.016;-0.065;14.329;19.382;-0.735;11.637;18.671;2.469;14.236;19.53;3.787;14.419;19.072;0.765;9.296;19.348;1.262;5.464;21.462;-0.735;11.637;18.671;-1.139;9.174;18.33;3.787;14.419;19.072;4.651;11.683;19.756;2.579;5.061;17.945;1.813;1.87;14.376;1.326;14.243;19.584;-0.065;14.329;19.382;1.262;5.464;21.462;1.887;0.736;22.153;1.83;9.657;19.204;0.765;9.296;19.348;1.866;12.624;19.087;1.859;14.725;18.676;1.83;9.657;19.204;1.765;10.271;18.836;4.651;11.683;19.756;4.672;9.913;21.469;1.859;14.725;18.676;1.976;15.626;20.148
1.812;10.302;19.561;1.906;12.656;19.798;2.931;9.34;19.75;2.633;5.045;18.82;1.868;9.689;19.933;2.931;9.34;19.75;-0.039;14.331;20.101;-0.681;11.624;19.421;2.498;14.273;20.24;3.815;14.447;19.776;0.799;9.342;20.076;1.328;5.399;21.966;-0.681;11.624;19.421;-1.061;9.154;19.105;3.815;14.447;19.776;4.634;11.669;20.337;2.633;5.045;18.82;1.928;2.307;14.881;1.354;14.271;20.295;-0.039;14.331;20.101;1.328;5.399;21.966;1.893;0.616;22.143;1.868;9.689;19.933;0.799;9.342;20.076;1.906;12.656;19.798;1.883;14.757;19.386;1.868;9.689;19.933;1.812;10.302;19.561;4.634;11.669;20.337;4.671;9.773;21.908;1.883;14.757;19.386;1.995;15.656;20.86
1.861;10.398;20.266;1.951;12.754;20.497;2.971;9.431;20.472;2.715;5.077;19.858;1.909;9.788;20.642;2.971;9.431;20.472;-0.001;14.399;20.837;-0.639;11.678;20.209;2.538;14.369;20.948;3.853;14.534;20.474;0.837;9.448;20.777;1.359;5.379;22.38;-0.639;11.678;20.209;-0.991;9.197;19.958;3.853;14.534;20.474;4.623;11.711;20.845;2.715;5.077;19.858;2.095;2.737;15.657;1.395;14.361;21.011;-0.001;14.399;20.837;1.359;5.379;22.38;1.856;0.595;22.082;1.909;9.788;20.642;0.837;9.448;20.777;1.951;12.754;20.497;1.915;14.858;20.103;1.909;9.788;20.642;1.861;10.398;20.266;4.623;11.711;20.845;4.676;9.677;22.234;1.915;14.858;20.103;2.037;15.744;21.584
1.908;10.525;20.933;1.994;12.882;21.149;3.02;9.566;21.169;2.845;5.166;21.054;1.954;9.92;21.318;3.02;9.566;21.169;0.048;14.515;21.544;-0.602;11.776;21.015;2.59;14.493;21.602;3.898;14.649;21.106;0.881;9.576;21.44;1.371;5.395;22.737;-0.602;11.776;21.015;-0.917;9.28;20.897;3.898;14.649;21.106;4.619;11.794;21.289;2.845;5.166;21.054;2.311;2.966;16.765;1.448;14.486;21.684;0.048;14.515;21.544;1.371;5.395;22.737;1.823;0.643;22.078;1.954;9.92;21.318;0.881;9.576;21.44;1.994;12.882;21.149;1.953;14.989;20.771;1.954;9.92;21.318;1.908;10.525;20.933;4.619;11.794;21.289;4.688;9.652;22.503;1.953;14.989;20.771;2.102;15.862;22.258
1.956;10.643;21.563;2.035;13.002;21.756;3.076;9.702;21.834;3.019;5.326;22.327;2.003;10.045;21.959;3.076;9.702;21.834;0.108;14.644;22.211;-0.56;11.884;21.839;2.651;14.609;22.199;3.948;14.758;21.672;0.932;9.691;22.069;1.383;5.42;23.047;-0.56;11.884;21.839;-0.813;9.379;21.939;3.948;14.758;21.672;4.617;11.885;21.676;3.019;5.326;22.327;2.548;2.851;18.184;1.512;14.608;22.31;0.108;14.644;22.211;1.383;5.42;23.047;1.817;0.711;22.119;2.003;10.045;21.959;0.932;9.691;22.069;2.035;13.002;21.756;1.997;15.111;21.386;2.003;10.045;21.959;1.956;10.643;21.563;4.617;11.885;21.676;4.705;9.657;22.724;1.997;15.111;21.386;2.183;15.977;22.872
2.013;10.728;22.171;2.085;13.089;22.353;3.137;9.802;22.471;3.212;5.533;23.553;2.058;10.135;22.574;3.137;9.802;22.471;0.182;14.746;22.866;-0.506;11.972;22.688;2.724;14.689;22.789;4.008;14.836;22.231;0.99;9.77;22.669;1.403;5.433;23.312;-0.506;11.972;22.688;-0.669;9.487;23.07;4.008;14.836;22.231;4.618;11.957;22.032;3.212;5.533;23.553;2.788;2.429;19.852;1.588;14.696;22.926;0.182;14.746;22.866;1.403;5.433;23.312;1.836;0.776;22.148;2.058;10.135;22.574;0.99;9.77;22.669;2.085;13.089;22.353;2.055;15.199;21.993;2.058;10.135;22.574;2.013;10.728;22.171;4.618;11.957;22.032;4.723;9.651;22.892;2.055;15.199;21.993;2.281;16.063;23.475
2.084;10.765;22.774;2.153;13.124;22.968;3.205;9.84;23.089;3.398;5.726;24.65;2.125;10.171;23.176;3.205;9.84;23.089;0.27;14.798;23.523;-0.437;12.023;23.548;2.81;14.717;23.405;4.085;14.867;22.827;1.055;9.804;23.255;1.433;5.426;23.558;-0.437;12.023;23.548;-0.499;9.598;24.226;4.085;14.867;22.827;4.632;11.999;22.409;3.398;5.726;24.65;3.031;1.886;21.711;1.676;14.731;23.559;0.27;14.798;23.523;1.433;5.426;23.558;1.864;0.837;22.15;2.125;10.171;23.176;1.055;9.804;23.255;2.153;13.124;22.968;2.134;15.237;22.623;2.125;10.171;23.176;2.084;10.765;22.774;4.632;11.999;22.409;4.741;9.625;23.056;2.134;15.237;22.623;2.391;16.099;24.101
2.17;10.746;23.381;2.239;13.103;23.599;3.283;9.814;23.705;3.564;5.854;25.614;2.203;10.148;23.78;3.283;9.814;23.705;0.37;14.794;24.172;-0.35;12.031;24.392;2.908;14.689;24.042;4.178;14.843;23.453;1.131;9.785;23.84;1.467;5.394;23.825;-0.35;12.031;24.392;-0.32;9.699;25.344;4.178;14.843;23.453;4.668;12.0;22.839;3.564;5.854;25.614;3.275;1.427;23.657;1.775;14.71;24.201;0.37;14.794;24.172;1.467;5.394;23.825;1.88;0.899;22.135;2.203;10.148;23.78;1.131;9.785;23.84;2.239;13.103;23.599;2.231;15.218;23.265;2.203;10.148;23.78;2.17;10.746;23.381;4.668;12.0;22.839;4.77;9.577;23.268;2.231;15.218;23.265;2.506;16.079;24.74
2.27;10.68;24.0;2.341;13.035;24.239;3.373;9.739;24.33;3.702;5.907;26.477;2.294;10.079;24.393;3.373;9.739;24.33;0.481;14.745;24.805;-0.244;12.003;25.202;3.018;14.618;24.68;4.286;14.771;24.088;1.22;9.722;24.438;1.502;5.336;24.14;-0.244;12.003;25.202;-0.142;9.779;26.38;4.286;14.771;24.088;4.731;11.957;23.324;3.702;5.907;26.477;3.496;1.161;25.503;1.885;14.644;24.839;0.481;14.745;24.805;1.502;5.336;24.14;1.868;0.977;22.12;2.294;10.079;24.393;1.22;9.722;24.438;2.341;13.035;24.239;2.343;15.149;23.903;2.294;10.079;24.393;2.27;10.68;24.0;4.731;11.957;23.324;4.823;9.506;23.554;2.343;15.149;23.903;2.625;16.015;25.375
2.382;10.589;24.637;2.457;12.944;24.885;3.48;9.645;24.974;3.811;5.896;27.262;2.401;9.987;25.028;3.48;9.645;24.974;0.606;14.674;25.428;-0.122;11.956;25.967;3.141;14.526;25.314;4.41;14.672;24.721;1.326;9.631;25.059;1.541;5.264;24.525;-0.122;11.956;25.967;0.028;9.831;27.31;4.41;14.672;24.721;4.819;11.882;23.854;3.811;5.896;27.262;3.66;1.054;27.053;2.008;14.56;25.472;0.606;14.674;25.428;1.541;5.264;24.525;1.834;1.098;22.121;2.401;9.987;25.028;1.326;9.631;25.059;2.457;12.944;24.885;2.47;15.055;24.532;2.401;9.987;25.028;2.382;10.589;24.637;4.819;11.882;23.854;4.902;9.421;23.92;2.47;15.055;24.532;2.754;15.931;25.998
2.507;10.504;25.299;2.586;12.859;25.541;3.607;9.565;25.643;3.898;5.841;27.978;2.526;9.901;25.689;3.607;9.565;25.643;0.747;14.606;26.055;0.017;11.909;26.688;3.281;14.442;25.95;4.55;14.574;25.354;1.452;9.539;25.711;1.595;5.195;24.999;0.017;11.909;26.688;0.189;9.847;28.124;4.55;14.574;25.354;4.929;11.798;24.43;3.898;5.841;27.978;3.757;0.999;28.188;2.148;14.485;26.108;0.747;14.606;26.055;1.595;5.195;24.999;1.798;1.303;22.164;2.526;9.901;25.689;1.452;9.539;25.711;2.586;12.859;25.541;2.612;14.965;25.162;2.526;9.901;25.689;2.507;10.504;25.299;4.929;11.798;24.43;5.005;9.337;24.379;2.612;14.965;25.162;2.901;15.856;26.617
2.644;10.45;25.985;2.73;12.806;26.208;3.753;9.522;26.332;3.976;5.766;28.623;2.668;9.847;26.374;3.753;9.522;26.332;0.902;14.565;26.693;0.169;11.878;27.361;3.436;14.391;26.594;4.705;14.504;25.995;1.598;9.474;26.392;1.676;5.145;25.585;0.169;11.878;27.361;0.339;9.832;28.82;4.705;14.504;25.995;5.061;11.731;25.056;3.976;5.766;28.623;3.814;0.928;28.906;2.303;14.444;26.752;0.902;14.565;26.693;1.676;5.145;25.585;1.781;1.613;22.308;2.668;9.847;26.374;1.598;9.474;26.392;2.73;12.806;26.208;2.77;14.907;25.799;2.668;9.847;26.374;2.644;10.45;25.985;5.061;11.731;25.056;5.131;9.271;24.944;2.77;14.907;25.799;3.065;15.815;27.242
2.791;10.445;26.683;2.884;12.803;26.884;3.911;9.529;27.029;4.058;5.693;29.189;2.823;9.842;27.073;3.911;9.529;27.029;1.067;14.568;27.342;0.331;11.877;27.99;3.6;14.387;27.252;4.87;14.482;26.653;1.757;9.457;27.093;1.787;5.124;26.305;0.331;11.877;27.99;0.479;9.799;29.405;4.87;14.482;26.653;5.214;11.699;25.738;4.058;5.693;29.189;3.859;0.849;29.293;2.468;14.449;27.408;1.067;14.568;27.342;1.787;5.124;26.305;1.794;1.999;22.636;2.823;9.842;27.073;1.757;9.457;27.093;2.884;12.803;26.884;2.938;14.898;26.45;2.823;9.842;27.073;2.791;10.445;26.683;5.214;11.699;25.738;5.28;9.239;25.619;2.938;14.898;26.45;3.239;15.821;27.883
2.942;10.491;27.379;3.043;12.851;27.561;4.073;9.586;27.717;4.151;5.64;29.672;2.982;9.889;27.77;4.073;9.586;27.717;1.232;14.618;27.997;0.497;11.91;28.574;3.766;14.434;27.921;5.04;14.514;27.328;1.92;9.496;27.798;1.926;5.138;27.158;0.497;11.91;28.574;0.61;9.768;29.894;5.04;14.514;27.328;5.387;11.712;26.472;4.151;5.64;29.672;3.904;0.801;29.47;2.633;14.503;28.072;1.232;14.618;27.997;1.926;5.138;27.158;1.837;2.379;23.208;2.982;9.889;27.77;1.92;9.496;27.798;3.043;12.851;27.561;3.111;14.943;27.113;2.982;9.889;27.77;2.942;10.491;27.379;5.387;11.712;26.472;5.455;9.251;26.397;3.111;14.943;27.113;3.413;15.873;28.541
3.094;10.581;28.057;3.201;12.941;28.227;4.231;9.68;28.381;4.25;5.614;30.075;3.141;9.98;28.448;4.231;9.68;28.381;1.391;14.706;28.647;0.663;11.976;29.115;3.926;14.522;28.593;5.206;14.593;28.012;2.08;9.583;28.492;2.089;5.194;28.125;0.663;11.976;29.115;0.73;9.755;30.302;5.206;14.593;28.012;5.577;11.768;27.246;4.25;5.614;30.075;3.94;0.804;29.544;2.792;14.595;28.734;1.391;14.706;28.647;2.089;5.194;28.125;1.907;2.66;24.03;3.141;9.98;28.448;2.08;9.583;28.492;3.201;12.941;28.227;3.279;15.033;27.779;3.141;9.98;28.448;3.094;10.581;28.057;5.577;11.768;27.246;5.652;9.306;27.261;3.279;15.033;27.779;3.576;15.961;29.209
3.241;10.695;28.705;3.355;13.055;28.873;4.382;9.792;29.011;4.35;5.614;30.405;3.293;10.095;29.096;4.382;9.792;29.011;1.54;14.816;29.281;0.824;12.063;29.613;4.074;14.635;29.254;5.363;14.702;28.693;2.233;9.701;29.16;2.271;5.297;29.171;0.824;12.063;29.613;0.84;9.763;30.64;5.363;14.702;28.693;5.777;11.854;28.046;4.35;5.614;30.405;3.955;0.851;29.583;2.939;14.706;29.383;1.54;14.816;29.281;2.271;5.297;29.171;2.01;2.774;25.073;3.293;10.095;29.096;2.233;9.701;29.16;3.355;13.055;28.873;3.437;15.149;28.435;3.293;10.095;29.096;3.241;10.695;28.705;5.777;11.854;28.046;5.866;9.397;28.198;3.437;15.149;28.435;3.722;16.067;29.874
3.38;10.81;29.316;3.499;13.169;29.49;4.522;9.901;29.601;4.441;5.628;30.667;3.437;10.211;29.708;4.522;9.901;29.601;1.673;14.926;29.888;0.974;12.154;30.07;4.209;14.748;29.894;5.508;14.82;29.358;2.376;9.824;29.796;2.468;5.444;30.25;0.974;12.154;30.07;0.932;9.783;30.918;5.508;14.82;29.358;5.984;11.951;28.862;4.441;5.628;30.667;3.948;0.92;29.619;3.072;14.815;30.008;1.673;14.926;29.888;2.468;5.444;30.25;2.16;2.686;26.31;3.437;10.211;29.708;2.376;9.824;29.796;3.499;13.169;29.49;3.581;15.267;29.071;3.437;10.211;29.708;3.38;10.81;29.316;5.984;11.951;28.862;6.086;9.513;29.199;3.581;15.267;29.071;3.847;16.17;30.523
3.51;10.901;29.89;3.633;13.259;30.076;4.651;9.984;30.153;4.521;5.641;30.872;3.571;10.303;30.283;4.651;9.984;30.153;1.791;15.009;30.464;1.105;12.229;30.488;4.327;14.838;30.506;5.637;14.921;29.999;2.509;9.924;30.395;2.67;5.619;31.316;1.105;12.229;30.488;1.003;9.799;31.146;5.637;14.921;29.999;6.188;12.04;29.686;4.521;5.641;30.872;3.924;0.985;29.655;3.188;14.897;30.603;1.791;15.009;30.464;2.67;5.619;31.316;2.375;2.397;27.745;3.571;10.303;30.283;2.509;9.924;30.395;3.633;13.259;30.076;3.708;15.361;29.679;3.571;10.303;30.283;3.51;10.901;29.89;6.188;12.04;29.686;6.299;9.645;30.254;3.708;15.361;29.679;3.952;16.247;31.145
3.628;10.945;30.435;3.755;13.301;30.638;4.768;10.021;30.675;4.587;5.634;31.032;3.694;10.346;30.827;4.768;10.021;30.675;1.894;15.044;31.014;1.213;12.265;30.88;4.429;14.882;31.091;5.75;14.982;30.615;2.632;9.974;30.961;2.863;5.792;32.325;1.213;12.265;30.88;1.047;9.795;31.344;5.75;14.982;30.615;6.383;12.103;30.51;4.587;5.634;31.032;3.895;1.031;29.674;3.288;14.931;31.172;1.894;15.044;31.014;2.863;5.792;32.325;2.664;1.967;29.401;3.694;10.346;30.827;2.632;9.974;30.961;3.755;13.301;30.638;3.818;15.408;30.259;3.694;10.346;30.827;3.628;10.945;30.435;6.383;12.103;30.51;6.488;9.787;31.342;3.818;15.408;30.259;4.037;16.277;31.74
3.735;10.927;30.967;3.866;13.282;31.19;4.875;9.997;31.181;4.643;5.599;31.174;3.805;10.326;31.354;4.875;9.997;31.181;1.986;15.015;31.556;1.297;12.25;31.268;4.52;14.865;31.662;5.848;14.987;31.21;2.744;9.957;31.505;3.033;5.92;33.242;1.297;12.25;31.268;1.066;9.756;31.541;5.848;14.987;31.21;6.562;12.128;31.321;4.643;5.599;31.174;3.872;1.059;29.654;3.378;14.903;31.73;1.986;15.015;31.556;3.033;5.92;33.242;3.016;1.524;31.268;3.805;10.326;31.354;2.744;9.957;31.505;3.866;13.282;31.19;3.914;15.391;30.827;3.805;10.326;31.354;3.735;10.927;30.967;6.562;12.128;31.321;6.646;9.927;32.424;3.914;15.391;30.827;4.111;16.249;32.317
3.832;10.847;31.507;3.968;13.198;31.754;4.975;9.914;31.692;4.696;5.532;31.339;3.908;10.24;31.885;4.975;9.914;31.692;2.073;14.922;32.119;1.363;12.181;31.687;4.607;14.785;32.237;5.936;14.931;31.797;2.849;9.87;32.046;3.181;5.965;34.056;1.363;12.181;31.687;1.068;9.682;31.781;5.936;14.931;31.797;6.725;12.105;32.101;4.696;5.532;31.339;3.863;1.087;29.591;3.465;14.813;32.301;2.073;14.922;32.119;3.181;5.965;34.056;3.389;1.223;33.223;3.908;10.24;31.885;2.849;9.87;32.046;3.968;13.198;31.754;4.001;15.31;31.402;3.908;10.24;31.885;3.832;10.847;31.507;6.725;12.105;32.101;6.78;10.044;33.449;4.001;15.31;31.402;4.185;16.162;32.897
3.924;10.717;32.075;4.065;13.066;32.348;5.072;9.784;32.232;4.751;5.44;31.582;4.005;10.105;32.442;5.072;9.784;32.232;2.164;14.783;32.726;1.424;12.073;32.171;4.698;14.654;32.834;6.022;14.824;32.386;2.949;9.729;32.609;3.321;5.919;34.787;1.424;12.073;32.171;1.071;9.579;32.107;6.022;14.824;32.386;6.874;12.036;32.839;4.751;5.44;31.582;3.87;1.14;29.521;3.556;14.675;32.904;2.164;14.783;32.726;3.321;5.919;34.787;3.74;1.123;35.018;4.005;10.105;32.442;2.949;9.729;32.609;4.065;13.066;32.348;4.084;15.179;32.004;4.005;10.105;32.442;3.924;10.717;32.075;6.874;12.036;32.839;6.911;10.113;34.378;4.084;15.179;32.004;4.268;16.033;33.498
4.014;10.565;32.688;4.156;12.912;32.977;5.165;9.633;32.82;4.812;5.33;31.947;4.1;9.948;33.046;5.165;9.633;32.82;2.255;14.627;33.376;1.493;11.943;32.733;4.791;14.502;33.454;6.105;14.688;32.983;3.047;9.568;33.219;3.472;5.808;35.475;1.493;11.943;32.733;1.095;9.463;32.543;6.105;14.688;32.983;7.005;11.934;33.538;4.812;5.33;31.947;3.894;1.236;29.515;3.65;14.52;33.538;2.255;14.627;33.376;3.472;5.808;35.475;4.051;1.117;36.411;4.1;9.948;33.046;3.047;9.568;33.219;4.156;12.912;32.977;4.165;15.024;32.632;4.1;9.948;33.046;4.014;10.565;32.688;7.005;11.934;33.538;7.047;10.125;35.209;4.165;15.024;32.632;4.357;15.886;34.12
4.101;10.422;33.347;4.238;12.769;33.634;5.252;9.487;33.465;4.88;5.217;32.45;4.19;9.803;33.702;5.252;9.487;33.465;2.338;14.487;34.043;1.577;11.812;33.357;4.875;14.364;34.09;6.178;14.557;33.592;3.138;9.424;33.884;3.632;5.677;36.146;1.577;11.812;33.357;1.151;9.345;33.081;6.178;14.557;33.592;7.102;11.826;34.216;4.88;5.217;32.45;3.935;1.393;29.622;3.735;14.381;34.189;2.338;14.487;34.043;3.632;5.677;36.146;4.307;1.049;37.31;4.19;9.803;33.702;3.138;9.424;33.884;4.238;12.769;33.634;4.236;14.879;33.272;4.19;9.803;33.702;4.101;10.422;33.347;7.102;11.826;34.216;7.167;10.087;35.96;4.236;14.879;33.272;4.434;15.754;34.751
4.186;10.322;34.045;4.311;12.672;34.314;5.331;9.38;34.159;4.953;5.126;33.082;4.273;9.705;34.403;5.331;9.38;34.159;2.406;14.386;34.716;1.672;11.705;34.024;4.943;14.276;34.744;6.239;14.465;34.227;3.219;9.334;34.596;3.785;5.555;36.786;1.672;11.705;34.024;1.241;9.244;33.706;6.239;14.465;34.227;7.157;11.738;34.877;4.953;5.126;33.082;3.998;1.64;29.849;3.804;14.288;34.852;2.406;14.386;34.716;3.785;5.555;36.786;4.48;0.887;37.761;4.273;9.705;34.403;3.219;9.334;34.596;4.311;12.672;34.314;4.296;14.777;33.924;4.273;9.705;34.403;4.186;10.322;34.045;7.157;11.738;34.877;7.246;10.002;36.623;4.296;14.777;33.924;4.491;15.667;35.395
4.269;10.293;34.764;4.384;12.646;35.014;5.404;9.339;34.884;5.036;5.075;33.845;4.35;9.679;35.127;5.404;9.339;34.884;2.466;14.34;35.411;1.767;11.646;34.735;5.005;14.258;35.43;6.298;14.439;34.905;3.293;9.322;35.325;3.907;5.46;37.353;1.767;11.646;34.735;1.351;9.182;34.414;6.298;14.439;34.905;7.18;11.688;35.501;5.036;5.075;33.845;4.096;2.008;30.208;3.866;14.262;35.541;2.466;14.34;35.411;3.907;5.46;37.353;4.55;0.714;37.885;4.35;9.679;35.127;3.293;9.322;35.325;4.384;12.646;35.014;4.352;14.748;34.608;4.35;9.679;35.127;4.269;10.293;34.764;7.18;11.688;35.501;7.286;9.873;37.163;4.352;14.748;34.608;4.54;15.646;36.075
4.354;10.344;35.481;4.462;12.698;35.721;5.477;9.378;35.613;5.14;5.07;34.757;4.427;9.731;35.849;5.477;9.378;35.613;2.532;14.36;36.136;1.856;11.652;35.493;5.073;14.313;36.141;6.365;14.485;35.609;3.365;9.387;36.044;3.987;5.406;37.824;1.856;11.652;35.493;1.466;9.18;35.203;6.365;14.485;35.609;7.194;11.69;36.061;5.14;5.07;34.757;4.25;2.461;30.768;3.934;14.309;36.254;2.532;14.36;36.136;3.987;5.406;37.824;4.537;0.619;37.841;4.427;9.731;35.849;3.365;9.387;36.044;4.462;12.698;35.721;4.415;14.801;35.322;4.427;9.731;35.849;4.354;10.344;35.481;7.194;11.69;36.061;7.31;9.744;37.566;4.415;14.801;35.322;4.603;15.693;36.792
4.439;10.452;36.173;4.542;12.807;36.402;5.558;9.484;36.326;5.291;5.114;35.838;4.505;9.841;36.546;5.558;9.484;36.326;2.61;14.444;36.86;1.937;11.72;36.282;5.152;14.42;36.83;6.44;14.583;36.285;3.44;9.503;36.732;4.031;5.399;38.218;1.937;11.72;36.282;1.58;9.236;36.071;6.44;14.583;36.285;7.211;11.748;36.549;5.291;5.114;35.838;4.477;2.857;31.624;4.015;14.411;36.955;2.61;14.444;36.86;4.031;5.399;38.218;4.494;0.621;37.789;4.505;9.841;36.546;3.44;9.503;36.732;4.542;12.807;36.402;4.484;14.913;36.022;4.505;9.841;36.546;4.439;10.452;36.173;7.211;11.748;36.549;7.334;9.675;37.874;4.484;14.913;36.022;4.689;15.793;37.499
4.52;10.579;36.825;4.616;12.936;37.034;5.644;9.623;37.011;5.499;5.221;37.061;4.585;9.975;37.209;5.644;9.623;37.011;2.698;14.568;37.548;2.016;11.824;37.087;5.239;14.546;37.458;6.517;14.699;36.887;3.52;9.629;37.382;4.06;5.42;38.563;2.016;11.824;37.087;1.71;9.325;37.03;6.517;14.699;36.887;7.229;11.838;36.976;5.499;5.221;37.061;4.765;2.998;32.815;4.104;14.539;37.605;2.698;14.568;37.548;4.06;5.42;38.563;4.469;0.678;37.806;4.585;9.975;37.209;3.52;9.629;37.382;4.616;12.936;37.034;4.556;15.044;36.666;4.585;9.975;37.209;4.52;10.579;36.825;7.229;11.838;36.976;7.362;9.668;38.135;4.556;15.044;36.666;4.791;15.912;38.144
